ensembl_gene_id,hgnc_symbol,description
ENSG00000147485,PXDNL,peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
ENSG00000147509,RGS20,regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]
ENSG00000147689,FAM83A,family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]
ENSG00000147697,GSDMC,gasdermin C [Source:HGNC Symbol;Acc:HGNC:7151]
ENSG00000148482,SLC39A12,solute carrier family 39 member 12 [Source:HGNC Symbol;Acc:HGNC:20860]
ENSG00000148604,RGR,retinal G protein coupled receptor [Source:HGNC Symbol;Acc:HGNC:9990]
ENSG00000148677,ANKRD1,ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]
ENSG00000148798,INA,internexin neuronal intermediate filament protein alpha [Source:HGNC Symbol;Acc:HGNC:6057]
ENSG00000150361,KLHL1,kelch like family member 1 [Source:HGNC Symbol;Acc:HGNC:6352]
ENSG00000150625,GPM6A,glycoprotein M6A [Source:HGNC Symbol;Acc:HGNC:4460]
ENSG00000151033,LYZL2,lysozyme like 2 [Source:HGNC Symbol;Acc:HGNC:29613]
ENSG00000152076,CCDC74B,coiled-coil domain containing 74B [Source:HGNC Symbol;Acc:HGNC:25267]
ENSG00000152192,POU4F1,POU class 4 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9218]
ENSG00000152430,BOLL,"boule homolog, RNA binding protein [Source:HGNC Symbol;Acc:HGNC:14273]"
ENSG00000152463,OLAH,oleoyl-ACP hydrolase [Source:HGNC Symbol;Acc:HGNC:25625]
ENSG00000152578,GRIA4,glutamate ionotropic receptor AMPA type subunit 4 [Source:HGNC Symbol;Acc:HGNC:4574]
ENSG00000152779,SLC16A12,solute carrier family 16 member 12 [Source:HGNC Symbol;Acc:HGNC:23094]
ENSG00000153002,CPB1,carboxypeptidase B1 [Source:HGNC Symbol;Acc:HGNC:2299]
ENSG00000153802,TMPRSS11D,transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]
ENSG00000153822,KCNJ16,potassium inwardly rectifying channel subfamily J member 16 [Source:HGNC Symbol;Acc:HGNC:6262]
ENSG00000154277,UCHL1,ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]
ENSG00000154645,CHODL,chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807]
ENSG00000154975,CA10,carbonic anhydrase 10 [Source:HGNC Symbol;Acc:HGNC:1369]
ENSG00000155622,XAGE2,X antigen family member 2 [Source:HGNC Symbol;Acc:HGNC:4112]
ENSG00000155918,RAET1L,retinoic acid early transcript 1L [Source:HGNC Symbol;Acc:HGNC:16798]
ENSG00000156096,UGT2B4,UDP glucuronosyltransferase family 2 member B4 [Source:HGNC Symbol;Acc:HGNC:12553]
ENSG00000156219,ART3,ADP-ribosyltransferase 3 (inactive) [Source:HGNC Symbol;Acc:HGNC:725]
ENSG00000156222,SLC28A1,solute carrier family 28 member 1 [Source:HGNC Symbol;Acc:HGNC:11001]
ENSG00000157193,LRP8,LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]
ENSG00000157542,KCNJ6,potassium inwardly rectifying channel subfamily J member 6 [Source:HGNC Symbol;Acc:HGNC:6267]
ENSG00000157851,DPYSL5,dihydropyrimidinase like 5 [Source:HGNC Symbol;Acc:HGNC:20637]
ENSG00000158164,TMSB15A,thymosin beta 15A [Source:HGNC Symbol;Acc:HGNC:30744]
ENSG00000158406,H4C8,H4 clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4788]
ENSG00000159251,ACTC1,actin alpha cardiac muscle 1 [Source:HGNC Symbol;Acc:HGNC:143]
ENSG00000159388,BTG2,BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131]
ENSG00000159648,TEPP,"testis, prostate and placenta expressed [Source:HGNC Symbol;Acc:HGNC:33745]"
ENSG00000160180,TFF3,trefoil factor 3 [Source:HGNC Symbol;Acc:HGNC:11757]
ENSG00000160182,TFF1,trefoil factor 1 [Source:HGNC Symbol;Acc:HGNC:11755]
ENSG00000160678,S100A1,S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486]
ENSG00000160886,LY6K,lymphocyte antigen 6 family member K [Source:HGNC Symbol;Acc:HGNC:24225]
ENSG00000161133,USP41,ubiquitin specific peptidase 41 [Source:HGNC Symbol;Acc:HGNC:20070]
ENSG00000161634,DCD,dermcidin [Source:HGNC Symbol;Acc:HGNC:14669]
ENSG00000161896,IP6K3,inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17269]
ENSG00000162267,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:6168]
ENSG00000162365,CYP4A22,cytochrome P450 family 4 subfamily A member 22 [Source:HGNC Symbol;Acc:HGNC:20575]
ENSG00000162621,LRRC53,leucine rich repeat containing 53 [Source:HGNC Symbol;Acc:HGNC:25255]
ENSG00000162670,BRINP3,BMP/retinoic acid inducible neural specific 3 [Source:HGNC Symbol;Acc:HGNC:22393]
ENSG00000162772,ATF3,activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]
ENSG00000163040,CCDC74A,coiled-coil domain containing 74A [Source:HGNC Symbol;Acc:HGNC:25197]
ENSG00000163064,EN1,engrailed homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3342]
ENSG00000163216,SPRR2D,small proline rich protein 2D [Source:HGNC Symbol;Acc:HGNC:11264]
ENSG00000163239,TDRD10,tudor domain containing 10 [Source:HGNC Symbol;Acc:HGNC:25316]
ENSG00000163273,NPPC,natriuretic peptide C [Source:HGNC Symbol;Acc:HGNC:7941]
ENSG00000163347,CLDN1,claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032]
ENSG00000163377,TAFA4,TAFA chemokine like family member 4 [Source:HGNC Symbol;Acc:HGNC:21591]
ENSG00000163395,IGFN1,immunoglobulin like and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24607]
ENSG00000163499,CRYBA2,crystallin beta A2 [Source:HGNC Symbol;Acc:HGNC:2395]
ENSG00000163735,CXCL5,C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]
ENSG00000164007,CLDN19,claudin 19 [Source:HGNC Symbol;Acc:HGNC:2040]
ENSG00000164076,CAMKV,CaM kinase like vesicle associated [Source:HGNC Symbol;Acc:HGNC:28788]
ENSG00000164265,SCGB3A2,secretoglobin family 3A member 2 [Source:HGNC Symbol;Acc:HGNC:18391]
ENSG00000164326,CARTPT,CART prepropeptide [Source:HGNC Symbol;Acc:HGNC:24323]
ENSG00000164398,ACSL6,acyl-CoA synthetase long chain family member 6 [Source:HGNC Symbol;Acc:HGNC:16496]
ENSG00000164403,SHROOM1,shroom family member 1 [Source:HGNC Symbol;Acc:HGNC:24084]
ENSG00000164404,GDF9,growth differentiation factor 9 [Source:HGNC Symbol;Acc:HGNC:4224]
ENSG00000164411,GJB7,gap junction protein beta 7 [Source:HGNC Symbol;Acc:HGNC:16690]
ENSG00000164434,FABP7,fatty acid binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3562]
ENSG00000164438,TLX3,T cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13532]
ENSG00000164458,TBXT,T-box transcription factor T [Source:HGNC Symbol;Acc:HGNC:11515]
ENSG00000164485,IL22RA2,interleukin 22 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:14901]
ENSG00000164778,EN2,engrailed homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3343]
ENSG00000164794,KCNV1,potassium voltage-gated channel modifier subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:18861]
ENSG00000165349,SLC7A3,solute carrier family 7 member 3 [Source:HGNC Symbol;Acc:HGNC:11061]
ENSG00000165553,NGB,neuroglobin [Source:HGNC Symbol;Acc:HGNC:14077]
ENSG00000165973,NELL1,neural EGFL like 1 [Source:HGNC Symbol;Acc:HGNC:7750]
ENSG00000166111,SVOP,SV2 related protein [Source:HGNC Symbol;Acc:HGNC:25417]
ENSG00000166342,NETO1,neuropilin and tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:13823]
ENSG00000166407,LMO1,LIM domain only 1 [Source:HGNC Symbol;Acc:HGNC:6641]
ENSG00000166426,CRABP1,cellular retinoic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2338]
ENSG00000166535,A2ML1,alpha-2-macroglobulin like 1 [Source:HGNC Symbol;Acc:HGNC:23336]
ENSG00000166592,RRAD,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:HGNC Symbol;Acc:HGNC:10446]"
ENSG00000166670,MMP10,matrix metallopeptidase 10 [Source:HGNC Symbol;Acc:HGNC:7156]
ENSG00000166869,CHP2,calcineurin like EF-hand protein 2 [Source:HGNC Symbol;Acc:HGNC:24927]
ENSG00000166917,MIR202HG,MIR202 host gene [Source:HGNC Symbol;Acc:HGNC:49402]
ENSG00000167080,B4GALNT2,"beta-1,4-N-acetyl-galactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24136]"
ENSG00000167165,UGT1A6,UDP glucuronosyltransferase family 1 member A6 [Source:HGNC Symbol;Acc:HGNC:12538]
ENSG00000167531,LALBA,lactalbumin alpha [Source:HGNC Symbol;Acc:HGNC:6480]
ENSG00000167549,CORO6,coronin 6 [Source:HGNC Symbol;Acc:HGNC:21356]
ENSG00000167656,LY6D,lymphocyte antigen 6 family member D [Source:HGNC Symbol;Acc:HGNC:13348]
ENSG00000167757,KLK11,kallikrein related peptidase 11 [Source:HGNC Symbol;Acc:HGNC:6359]
ENSG00000167771,RCOR2,REST corepressor 2 [Source:HGNC Symbol;Acc:HGNC:27455]
ENSG00000167800,TBX10,T-box transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11593]
ENSG00000167941,SOST,sclerostin [Source:HGNC Symbol;Acc:HGNC:13771]
ENSG00000168062,BATF2,basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:25163]
ENSG00000168065,SLC22A11,solute carrier family 22 member 11 [Source:HGNC Symbol;Acc:HGNC:18120]
ENSG00000168124,OR1F1,olfactory receptor family 1 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8194]
ENSG00000168333,PPDPFL,pancreatic progenitor cell differentiation and proliferation factor like [Source:HGNC Symbol;Acc:HGNC:31745]
ENSG00000168412,MTNR1A,melatonin receptor 1A [Source:HGNC Symbol;Acc:HGNC:7463]
ENSG00000168484,SFTPC,surfactant protein C [Source:HGNC Symbol;Acc:HGNC:10802]
ENSG00000168497,CAVIN2,caveolae associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10690]
ENSG00000168619,ADAM18,ADAM metallopeptidase domain 18 [Source:HGNC Symbol;Acc:HGNC:196]
ENSG00000168621,GDNF,glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:4232]
ENSG00000169006,NTSR2,neurotensin receptor 2 [Source:HGNC Symbol;Acc:HGNC:8040]
ENSG00000169085,VXN,vexin [Source:HGNC Symbol;Acc:HGNC:28498]
ENSG00000169213,RAB3B,"RAB3B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9778]"
ENSG00000169245,CXCL10,C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]
ENSG00000169248,CXCL11,C-X-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10638]
ENSG00000169347,GP2,glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:4441]
ENSG00000169436,COL22A1,collagen type XXII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22989]
ENSG00000169469,SPRR1B,small proline rich protein 1B [Source:HGNC Symbol;Acc:HGNC:11260]
ENSG00000169474,SPRR1A,small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]
ENSG00000169509,CRCT1,cysteine rich C-terminal 1 [Source:HGNC Symbol;Acc:HGNC:29875]
ENSG00000169548,ZNF280A,zinc finger protein 280A [Source:HGNC Symbol;Acc:HGNC:18597]
ENSG00000169551,CT55,cancer/testis antigen 55 [Source:HGNC Symbol;Acc:HGNC:26047]
ENSG00000170099,SERPINA6,serpin family A member 6 [Source:HGNC Symbol;Acc:HGNC:1540]
ENSG00000170298,LGALS9B,galectin 9B [Source:HGNC Symbol;Acc:HGNC:24842]
ENSG00000170419,VSTM2A,V-set and transmembrane domain containing 2A [Source:HGNC Symbol;Acc:HGNC:28499]
ENSG00000170423,KRT78,keratin 78 [Source:HGNC Symbol;Acc:HGNC:28926]
ENSG00000170442,KRT86,keratin 86 [Source:HGNC Symbol;Acc:HGNC:6463]
ENSG00000170454,KRT75,keratin 75 [Source:HGNC Symbol;Acc:HGNC:24431]
ENSG00000170465,KRT6C,keratin 6C [Source:HGNC Symbol;Acc:HGNC:20406]
ENSG00000170477,KRT4,keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441]
ENSG00000170498,KISS1,KiSS-1 metastasis suppressor [Source:HGNC Symbol;Acc:HGNC:6341]
ENSG00000170523,KRT83,keratin 83 [Source:HGNC Symbol;Acc:HGNC:6460]
ENSG00000170558,CDH2,cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]
ENSG00000170893,TRH,thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]
ENSG00000171060,C8orf74,chromosome 8 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:32296]
ENSG00000171102,OBP2B,odorant binding protein 2B [Source:HGNC Symbol;Acc:HGNC:23381]
ENSG00000171195,MUC7,"mucin 7, secreted [Source:HGNC Symbol;Acc:HGNC:7518]"
ENSG00000171199,OPRPN,opiorphin prepropeptide [Source:HGNC Symbol;Acc:HGNC:17279]
ENSG00000171208,NETO2,neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]
ENSG00000171209,CSN3,casein kappa [Source:HGNC Symbol;Acc:HGNC:2446]
ENSG00000171234,UGT2B7,UDP glucuronosyltransferase family 2 member B7 [Source:HGNC Symbol;Acc:HGNC:12554]
ENSG00000171360,KRT38,keratin 38 [Source:HGNC Symbol;Acc:HGNC:6456]
ENSG00000171403,KRT9,keratin 9 [Source:HGNC Symbol;Acc:HGNC:6447]
ENSG00000171431,KRT20,keratin 20 [Source:HGNC Symbol;Acc:HGNC:20412]
ENSG00000171446,KRT27,keratin 27 [Source:HGNC Symbol;Acc:HGNC:30841]
ENSG00000171450,CDK5R2,cyclin dependent kinase 5 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:1776]
ENSG00000171560,FGA,fibrinogen alpha chain [Source:HGNC Symbol;Acc:HGNC:3661]
ENSG00000171564,FGB,fibrinogen beta chain [Source:HGNC Symbol;Acc:HGNC:3662]
ENSG00000171819,ANGPTL7,angiopoietin like 7 [Source:HGNC Symbol;Acc:HGNC:24078]
ENSG00000171855,IFNB1,interferon beta 1 [Source:HGNC Symbol;Acc:HGNC:5434]
ENSG00000172073,TEX37,testis expressed 37 [Source:HGNC Symbol;Acc:HGNC:26341]
ENSG00000172232,AZU1,azurocidin 1 [Source:HGNC Symbol;Acc:HGNC:913]
ENSG00000172247,C1QTNF4,C1q and TNF related 4 [Source:HGNC Symbol;Acc:HGNC:14346]
ENSG00000173237,C11orf86,chromosome 11 open reading frame 86 [Source:HGNC Symbol;Acc:HGNC:34442]
ENSG00000173250,GPR151,G protein-coupled receptor 151 [Source:HGNC Symbol;Acc:HGNC:23624]
ENSG00000173262,SLC2A14,solute carrier family 2 member 14 [Source:HGNC Symbol;Acc:HGNC:18301]
ENSG00000173894,CBX2,chromobox 2 [Source:HGNC Symbol;Acc:HGNC:1552]
ENSG00000174015,CBY2,chibby family member 2 [Source:HGNC Symbol;Acc:HGNC:30720]
ENSG00000174016,TENT5D,terminal nucleotidyltransferase 5D [Source:HGNC Symbol;Acc:HGNC:28399]
ENSG00000174156,GSTA3,glutathione S-transferase alpha 3 [Source:HGNC Symbol;Acc:HGNC:4628]
ENSG00000174171,,"novel transcript, antisense to SPTBN5"
ENSG00000174343,CHRNA9,cholinergic receptor nicotinic alpha 9 subunit [Source:HGNC Symbol;Acc:HGNC:14079]
ENSG00000174502,SLC26A9,solute carrier family 26 member 9 [Source:HGNC Symbol;Acc:HGNC:14469]
ENSG00000174607,UGT8,UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:12555]
ENSG00000174680,GRIK1-AS1,GRIK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16458]
ENSG00000174963,ZIC4,Zic family member 4 [Source:HGNC Symbol;Acc:HGNC:20393]
ENSG00000175084,DES,desmin [Source:HGNC Symbol;Acc:HGNC:2770]
ENSG00000175093,SPSB4,splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630]
ENSG00000175121,WFDC5,WAP four-disulfide core domain 5 [Source:HGNC Symbol;Acc:HGNC:20477]
ENSG00000175329,ISX,intestine specific homeobox [Source:HGNC Symbol;Acc:HGNC:28084]
ENSG00000175697,GPR156,G protein-coupled receptor 156 [Source:HGNC Symbol;Acc:HGNC:20844]
ENSG00000175868,CALCB,calcitonin related polypeptide beta [Source:HGNC Symbol;Acc:HGNC:1438]
ENSG00000176076,KCNE5,potassium voltage-gated channel subfamily E regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:6241]
ENSG00000176194,CIDEA,cell death inducing DFFA like effector a [Source:HGNC Symbol;Acc:HGNC:1976]
ENSG00000176289,IDSP1,iduronate 2-sulfatase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:5390]
ENSG00000176349,,"novel transcript, antisense to MAD1L1"
ENSG00000176381,PRR18,proline rich 18 [Source:HGNC Symbol;Acc:HGNC:28574]
ENSG00000176406,RIMS2,regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:HGNC:17283]
ENSG00000176597,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:15684]"
ENSG00000176654,NANOGP1,Nanog homeobox pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23099]
ENSG00000176769,TCERG1L,transcription elongation regulator 1 like [Source:HGNC Symbol;Acc:HGNC:23533]
ENSG00000176887,SOX11,SRY-box transcription factor 11 [Source:HGNC Symbol;Acc:HGNC:11191]
ENSG00000177108,ZDHHC22,zinc finger DHHC-type palmitoyltransferase 22 [Source:HGNC Symbol;Acc:HGNC:20106]
ENSG00000177133,PRDM16-DT,PRDM16 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48664]
ENSG00000177459,ERICH5,glutamate rich 5 [Source:HGNC Symbol;Acc:HGNC:26823]
ENSG00000177553,C1orf167-AS1,C1orf167 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41091]
ENSG00000177614,PGBD5,piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405]
ENSG00000177938,CAPZA3,capping actin protein of muscle Z-line subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:24205]
ENSG00000178403,NEUROG2,neurogenin 2 [Source:HGNC Symbol;Acc:HGNC:13805]
ENSG00000178445,GLDC,glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]
ENSG00000178597,PSAPL1,prosaposin like 1 [Source:HGNC Symbol;Acc:HGNC:33131]
ENSG00000178776,C5orf46,chromosome 5 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:33768]
ENSG00000178828,RNF186,ring finger protein 186 [Source:HGNC Symbol;Acc:HGNC:25978]
ENSG00000179008,C14orf39,chromosome 14 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:19849]
ENSG00000179046,TRIML2,tripartite motif family like 2 [Source:HGNC Symbol;Acc:HGNC:26378]
ENSG00000179059,ZFP42,ZFP42 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:30949]
ENSG00000179066,,novel transcript
ENSG00000179136,LINC00670,long intergenic non-protein coding RNA 670 [Source:HGNC Symbol;Acc:HGNC:44338]
ENSG00000179256,SMCO3,single-pass membrane protein with coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:34401]
ENSG00000179388,EGR3,early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]
ENSG00000179455,MKRN3,makorin ring finger protein 3 [Source:HGNC Symbol;Acc:HGNC:7114]
ENSG00000179593,ALOX15B,arachidonate 15-lipoxygenase type B [Source:HGNC Symbol;Acc:HGNC:434]
ENSG00000179750,APOBEC3B,apolipoprotein B mRNA editing enzyme catalytic subunit 3B [Source:HGNC Symbol;Acc:HGNC:17352]
ENSG00000179796,LRRC3B,leucine rich repeat containing 3B [Source:HGNC Symbol;Acc:HGNC:28105]
ENSG00000179869,ABCA13,ATP binding cassette subfamily A member 13 [Source:HGNC Symbol;Acc:HGNC:14638]
ENSG00000179915,NRXN1,neurexin 1 [Source:HGNC Symbol;Acc:HGNC:8008]
ENSG00000180019,,ribosomal protein S27a (RPS27A) pseudogene
ENSG00000180139,ACTA2-AS1,ACTA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45169]
ENSG00000180264,ADGRD2,adhesion G protein-coupled receptor D2 [Source:HGNC Symbol;Acc:HGNC:18651]
ENSG00000180422,LINC00304,long intergenic non-protein coding RNA 304 [Source:HGNC Symbol;Acc:HGNC:26713]
ENSG00000180438,TPRXL,tetrapeptide repeat homeobox like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32178]
ENSG00000180537,RNF182,ring finger protein 182 [Source:HGNC Symbol;Acc:HGNC:28522]
ENSG00000180613,GSX2,GS homeobox 2 [Source:HGNC Symbol;Acc:HGNC:24959]
ENSG00000180772,AGTR2,angiotensin II receptor type 2 [Source:HGNC Symbol;Acc:HGNC:338]
ENSG00000180861,LINC01559,long intergenic non-protein coding RNA 1559 [Source:HGNC Symbol;Acc:HGNC:26598]
ENSG00000180914,OXTR,oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]
ENSG00000181072,CHRM2,cholinergic receptor muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]
ENSG00000181355,OFCC1,orofacial cleft 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:21017]
ENSG00000181418,DDN,dendrin [Source:HGNC Symbol;Acc:HGNC:24458]
ENSG00000181997,AQP7P2,aquaporin 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32049]
ENSG00000182077,PTCHD3,patched domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24776]
ENSG00000182256,GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3 [Source:HGNC Symbol;Acc:HGNC:4088]
ENSG00000182533,CAV3,caveolin 3 [Source:HGNC Symbol;Acc:HGNC:1529]
ENSG00000182545,RNASE10,ribonuclease A family member 10 (inactive) [Source:HGNC Symbol;Acc:HGNC:19275]
ENSG00000182632,CCNYL2,cyclin Y like 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23495]
ENSG00000182793,GSTA5,glutathione S-transferase alpha 5 [Source:HGNC Symbol;Acc:HGNC:19662]
ENSG00000183072,NKX2-5,NK2 homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2488]
ENSG00000183148,ANKRD20A2P,"ankyrin repeat domain 20 family member A2, pseudogene [Source:HGNC Symbol;Acc:HGNC:31979]"
ENSG00000183206,POTEC,POTE ankyrin domain family member C [Source:HGNC Symbol;Acc:HGNC:33894]
ENSG00000183463,URAD,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase [Source:HGNC Symbol;Acc:HGNC:17785]
ENSG00000183566,BPIFA4P,"BPI fold containing family A member 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:20469]"
ENSG00000183571,PGPEP1L,pyroglutamyl-peptidase I like [Source:HGNC Symbol;Acc:HGNC:27080]
ENSG00000183654,MARCHF11,membrane associated ring-CH-type finger 11 [Source:HGNC Symbol;Acc:HGNC:33609]
ENSG00000183674,LINC00518,long intergenic non-protein coding RNA 518 [Source:HGNC Symbol;Acc:HGNC:28626]
ENSG00000183695,MRGPRX2,MAS related GPR family member X2 [Source:HGNC Symbol;Acc:HGNC:17983]
ENSG00000183709,IFNL2,interferon lambda 2 [Source:HGNC Symbol;Acc:HGNC:18364]
ENSG00000183760,ACP7,"acid phosphatase 7, tartrate resistant (putative) [Source:HGNC Symbol;Acc:HGNC:33781]"
ENSG00000184221,OLIG1,oligodendrocyte transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16983]
ENSG00000184330,S100A7A,S100 calcium binding protein A7A [Source:HGNC Symbol;Acc:HGNC:21657]
ENSG00000184357,H1-5,"H1.5 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4719]"
ENSG00000184523,PTGER4P2,prostaglandin E receptor 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:9598]
ENSG00000184599,TAFA3,TAFA chemokine like family member 3 [Source:HGNC Symbol;Acc:HGNC:21590]
ENSG00000184601,C14orf180,chromosome 14 open reading frame 180 [Source:HGNC Symbol;Acc:HGNC:33795]
ENSG00000184659,FOXD4L4,forkhead box D4 like 4 [Source:HGNC Symbol;Acc:HGNC:23762]
ENSG00000184697,CLDN6,claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048]
ENSG00000184811,TRARG1,trafficking regulator of GLUT4 (SLC2A4) 1 [Source:HGNC Symbol;Acc:HGNC:29592]
ENSG00000184956,MUC6,"mucin 6, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7517]"
ENSG00000185002,RFX6,regulatory factor X6 [Source:HGNC Symbol;Acc:HGNC:21478]
ENSG00000185078,RPL9P14,ribosomal protein L9 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:36816]
ENSG00000185149,NPY2R,neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:HGNC:7957]
ENSG00000185247,MAGEA11,MAGE family member A11 [Source:HGNC Symbol;Acc:HGNC:6798]
ENSG00000185274,GALNT17,polypeptide N-acetylgalactosaminyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:16347]
ENSG00000185306,C12orf56,chromosome 12 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26967]
ENSG00000185479,KRT6B,keratin 6B [Source:HGNC Symbol;Acc:HGNC:6444]
ENSG00000185559,DLK1,delta like non-canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2907]
ENSG00000185634,SHC4,SHC adaptor protein 4 [Source:HGNC Symbol;Acc:HGNC:16743]
ENSG00000185686,PRAME,PRAME nuclear receptor transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:9336]
ENSG00000185904,LINC00839,long intergenic non-protein coding RNA 839 [Source:HGNC Symbol;Acc:HGNC:28269]
ENSG00000185915,KLHL34,kelch like family member 34 [Source:HGNC Symbol;Acc:HGNC:26634]
ENSG00000186007,LEMD1,LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18725]
ENSG00000186439,TRDN,triadin [Source:HGNC Symbol;Acc:HGNC:12261]
ENSG00000186442,KRT3,keratin 3 [Source:HGNC Symbol;Acc:HGNC:6440]
ENSG00000186474,KLK12,kallikrein related peptidase 12 [Source:HGNC Symbol;Acc:HGNC:6360]
ENSG00000186526,CYP4F8,cytochrome P450 family 4 subfamily F member 8 [Source:HGNC Symbol;Acc:HGNC:2648]
ENSG00000186603,HPDL,4-hydroxyphenylpyruvate dioxygenase like [Source:HGNC Symbol;Acc:HGNC:28242]
ENSG00000186684,CYP27C1,cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480]
ENSG00000186832,KRT16,keratin 16 [Source:HGNC Symbol;Acc:HGNC:6423]
